,Oid,Id,sentence,Flag,labels
887,887,63320_201607_887,Tasmania continues to fall behind the rest of Australia in educational outcomes and rates of youth unemployment remain too high.,1,1
888,888,63320_201607_888,"Tasmania has the country’s lowest proportion of higher education attainment, with just 14.2 percent of people having successfully completed university compared with 19.9 percent in NSW and 20.8 percent in Victoria.",1,1
889,889,63320_201607_889,This low level of educational attainments continue to put a hold on economy growth and productivity in Tasmania.,1,1
890,890,63320_201607_890,"Analysis shows that Tasmania is an ideal pilot location for this type of facility, and the potential expansion of Associate Degrees as a way of addressing educational disadvantage more broadly across the country.",1,1
891,891,63320_201607_891,We are letting young Tasmanians down by not equipping them with the skills they need and disadvantaging businesses who want to employ Tasmanians and grow.,1,1
892,892,63320_201607_892,Labor’s investment will help young Tasmanians to get the education they need to get a job and support a stronger economic future for the state.,0,7
893,893,63320_201607_893,"This approach will help build a more skilled and better qualified workforce, in an economy which is in transition from its traditional commodity and manufacturing base to the knowledge and service industries of the future.",0,6
894,894,63320_201607_894,"The University of Tasmania believes that up to 35,000 eligible Tasmanians are not going to university when they could – this investment will change that.",1,1
895,895,63320_201607_895,"While the Liberals' agenda to deregulate our higher education sector would see our regional campuses in Burnie and Launceston close their doors, Labor’s investment will ensure they not also stay open, but grow.",0,3
896,896,63320_201607_896,Only Labor has a positive plan for higher education.,0,1
897,897,63320_201607_897,"The Liberals plans for universities revolve around $100,000 and huge cuts, which will hurt universities in places like Tasmania the hardest.",1,1
898,898,63320_201607_898,It would see regional campuses in Burnie and Launceston close their doors.,0,1
899,899,63320_201607_899,POSITIVE POLICY,1,1
900,900,63320_201607_900,Restoring Integrity in VET and Protecting Students and Taxpayers from Rip-offs,1,1
901,901,63320_201607_901,"A Shorten Labor Government will introduce a loan cap of $8,000 a year in the VET FEE-HELP program as part of an integrity package to stop the massive waste of taxpayers’ money, to prevent price gouging of students and improve training outcomes.",0,6
902,902,63320_201607_902,"Under the Liberals, the VET FEE-HELP loans scheme has escalated from $699 million in 2013 to $1.7 billion in 2014 and is expected to have blown out to over $3 billion for 2015.",1,1
903,903,63320_201607_903,"At the same time, students are being ripped off by unscrupulous colleges and dodgy providers - and taxpayers are being forced to pick up the tab.",1,1
904,904,63320_201607_904,In some colleges it is costing taxpayers over a million dollars in VET FEE-HELP loans to produce a single graduate.,1,1
905,905,63320_201607_905,"In 2014, the ten largest private training college recipients of VET FEE-HELP subsidies in Australia were paid $900 million in government subsidies - yet less than five per cent of their students graduated.",1,1
906,906,63320_201607_906,Labor will stop this waste of taxpayers’ money and exploitation of students.,0,6
907,907,63320_201607_907,"Our plan will restore integrity to the system, by cleaning out the dodgy private providers who have been ripping Australians off for too long.",0,6
908,908,63320_201607_908,Labor’s plan to rein in these taxpayer subsidies and restore integrity to the vocational education sector will save Australian taxpayers $6 billion over ten years.,0,3
909,909,63320_201607_909,There will be an exemption on legitimate high-cost courses such as nursing and engineering following ministerial approval.,0,5
910,910,63320_201607_910,Other measures in Labor’s integrity package include: Ensuring that funding for providers is linked to student progress,0,3
911,911,63320_201607_911,Set national priorities to help meet the skills needs of industry,0,1
912,912,63320_201607_912,Crackdown on the use of brokers to recruit students,0,5
913,913,63320_201607_913,Ensure that only the highest quality colleges get access to funding,0,1
914,914,63320_201607_914,"Tougher powers to audit, investigate and suspend unscrupulous providers",0,3
915,915,63320_201607_915,"Nation-building infrastructure: jobs, road and rail",0,3
916,916,63320_201607_916,We are committed to nation-building.,0,3
917,917,63320_201607_917,That’s why Labor will invest in roads and rail to ensure our cities and regions have properly integrated transport systems that boost productivity.,0,3
