,oid,Id,sentence,Flag,context,party,year,incumbent,labels
374,374,63620_198010_374,- $52.5 million in 1980/81 as part of a three year $225 million programme for aged persons accommodation.,1,Welfare. Since July 1980 the Government has implemented or announced: - an increase in spending to $9.9 billion in 1980/81.,Liberal,1980,Liberal,1
375,375,63620_198010_375,- $4 million in 1980/81 as part of a three year $12 million programme for senior citizens centres.,1,Since July 1980 the Government has implemented or announced: - an increase in spending to $9.9 billion in 1980/81. - $52.5 million in 1980/81 as part of a three year $225 million programme for aged persons accommodation.,Liberal,1980,Liberal,1
376,376,63620_198010_376,- commitment of $155 million over three years for handicapped persons facilities commencing 1 July 1980.,1,- $52.5 million in 1980/81 as part of a three year $225 million programme for aged persons accommodation. - $4 million in 1980/81 as part of a three year $12 million programme for senior citizens centres.,Liberal,1980,Liberal,1
377,377,63620_198010_377,- an increase in pensions in November 1980 of $3.05 ($5.10 married).,1,- $4 million in 1980/81 as part of a three year $12 million programme for senior citizens centres. - commitment of $155 million over three years for handicapped persons facilities commencing 1 July 1980.,Liberal,1980,Liberal,1
378,378,63620_198010_378,- A substantial increase in income limits for unemployment And sickness benefits.,1,- commitment of $155 million over three years for handicapped persons facilities commencing 1 July 1980. - an increase in pensions in November 1980 of $3.05 ($5.10 married).,Liberal,1980,Liberal,1
379,379,63620_198010_379,- from November 1980 a $2 a week increase in unemployment benefits for those 18 and over without dependents.,1,- an increase in pensions in November 1980 of $3.05 ($5.10 married). - A substantial increase in income limits for unemployment And sickness benefits.,Liberal,1980,Liberal,1
380,380,63620_198010_380,- from November 1980 extension of the supporting parents' benefit to cover the first six months of sole parenthood.,1,- A substantial increase in income limits for unemployment And sickness benefits. - from November 1980 a $2 a week increase in unemployment benefits for those 18 and over without dependents.,Liberal,1980,Liberal,1
381,381,63620_198010_381,- increased allowances for children of pensioners And beneficiaries.,1,- from November 1980 a $2 a week increase in unemployment benefits for those 18 and over without dependents. - from November 1980 extension of the supporting parents' benefit to cover the first six months of sole parenthood.,Liberal,1980,Liberal,1
382,382,63620_198010_382,"- increased allowances for handicapped children to assist an estimated 27,000 children by June 1981.",1,- from November 1980 extension of the supporting parents' benefit to cover the first six months of sole parenthood. - increased allowances for Children of pensioners And beneficiaries.,Liberal,1980,Liberal,1
383,383,63620_198010_383,- support for the International Year of Disabled Persons 1981.,1,"- increased allowances for Children of pensioners And beneficiaries. - increased allowances for handicapped children to assist an estimated 27,000 children by June 1981.",Liberal,1980,Liberal,1
384,384,63620_198010_384,- rights of appeal for pensioners And beneficiaries to the Administrative Appeals Tribunal.,1,"- increased allowances for handicapped children to assist an estimated 27,000 children by June 1981. - support for the International Year of Disabled Persons 1981.",Liberal,1980,Liberal,1
385,385,63620_198010_385,"Building on these initiatives, in the Policy Speech the Government has announced: - $10 million for a three year homeless persons assistance programme, with special priority for homeless young people.",0,- support for the International Year of Disabled Persons 1981. - rights of appeal for pensioners And beneficiaries to the Administrative Appeals Tribunal.,Liberal,1980,Liberal,7
386,386,63620_198010_386,- an increase in the personal care subsidy for residents in hostels for the aged and disabled from $15 per week to $ 20 per week ($ 5.8 million per year).,0,"- rights of appeal for pensioners And beneficiaries to the Administrative Appeals Tribunal. Building on these initiatives, in the Policy Speech the Government has announced: - $10 million for a three year homeless persons assistance programme, with special priority for homeless young people.",Liberal,1980,Liberal,5
387,387,63620_198010_387,- expansion of the Family Support Services Scheme (S 10 million over three years).,0,"Building on these initiatives, in the Policy Speech the Government has announced: - $10 million for a three year homeless persons assistance programme, with special priority for homeless young people. - an increase in the personal care subsidy for residents in hostels for the aged and disabled from $15 per week to $ 20 per week ($ 5.8 million per year).",Liberal,1980,Liberal,5
388,388,63620_198010_388,- Crisis accommodation for families in distress (in consultation with the States).,0,- an increase in the personal care subsidy for residents in hostels for the aged and disabled from $15 per week to $ 20 per week ($ 5.8 million per year). - expansion of the Family Support Services Scheme (S 10 million over three years).,Liberal,1980,Liberal,5
389,389,63620_198010_389,- establishment of a National Children's Foundation (in consultation with the States and voluntary organisations).,0,- expansion of the Family Support Services Scheme (S 10 million over three years). - Crisis accommodation for families in distress (in consultation with the States).,Liberal,1980,Liberal,6
